"","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","group"
"2866",11324058,"Sunny Life on Queen Street",2617399,"Simon","Trinity-Bellwoods",43.64767,-79.40581,1,97,7,86,40,1.8,1,134,2
"2867",11324662,"Modern Luxury Corner Suite with Panoramic Views",10992034,"Jonathan","Waterfront Communities-The Island",43.64195,-79.38149,1,1000,2,404,14,8.49,2,99,3
"2868",11324869,"LakePark Studio w/Backyard",181797,"Victoria","Mimico (includes Humber Bay Shores)",43.6222,-79.487,1,68,2,198,12,4.16,2,22,3
"2869",11334127,"Retro\vintage Little Italy (Rm 2) t",1225477,"Mark","Trinity-Bellwoods",43.65232,-79.41631,3,38,100,36,43,0.74,5,245,2
"2870",11341816,"Swanky designer condo in downtown Toronto!",58109629,"Jo","Waterfront Communities-The Island",43.63902,-79.39698,1,187,2,151,189,3.12,7,0,3
"2871",11345032,"Separate Entry 1 Bedroom Suite - Beaches",17225208,"Tera & Jamie","The Beaches",43.67141,-79.30614,1,56,2,77,22,1.69,2,322,2
"2872",11351012,"Amazing modern condo, great location w/ parking",59245722,"Lynn","Willowdale East",43.77559,-79.41422,1,119,90,21,111,0.7,1,282,4
"2873",11354871,"Executive Yorkville Townhouse.",59472650,"John","Annex",43.67292,-79.39044,1,1501,2,3,1309,0.06,1,0,1
"2874",11359841,"St. Clair Beauty -2 BR Ap w/parking",7680784,"Troy & Rotem","Oakwood Village",43.68642,-79.44061,1,121,2,229,23,4.74,2,285,3
"2875",11370261,"Mina's Guest-House#302 (Queen bed+private balcony)",2511000,"Arya","Moss Park",43.66006,-79.3724,3,80,3,7,247,0.15,24,152,2
"2876",11372070,"2 bedroom: 2 queen beds + 1 day bed",30718176,"Sofia","Niagara",43.64504,-79.40412,1,168,2,10,1239,0.23,1,0,1
"2877",11376846,"Modern 1+1 Waterfront HotSpot Condo",6896791,"Luis","Niagara",43.63687,-79.40453,1,159,30,13,80,0.3,1,165,2
"2878",11378902,"North York Two  Double-Bed Suit",25805697,"Cherry","Willowdale East",43.77098,-79.40084,3,78,2,37,133,0.78,4,365,4
"2879",11383887,"room 4 号房｡安静客房带独立卫生间,,Private room with own bath",50769016,"Jane","Willowdale East",43.78076,-79.39579,3,76,4,14,199,0.31,3,364,4
"2880",11385500,"Charming & sun-filled in Weston. No cleaning fee!",27759063,"Tania","Weston",43.70209,-79.50657,3,49,3,22,195,0.62,1,135,2
"2881",11391372,"Cozy Room in Health-Conscious Home",59749138,"Lynn","Playter Estates-Danforth",43.67825,-79.35321,3,42,2,17,16,0.38,2,164,4
"2882",11398750,"Downtown travelers Home",50514304,"May","Kensington-Chinatown",43.65355,-79.39456,3,54,1,225,19,4.68,7,80,3
"2883",11412429,"4-Storey Spacious Family Home in the Annex",21291403,"Joanna","Annex",43.66919,-79.4103,1,396,2,14,552,0.29,1,88,1
"2884",11420434,"Amazing Room Well Located Harvie 3",14475101,"Glaucia","Corso Italia-Davenport",43.67993,-79.45094,3,23,1,13,307,0.28,20,365,2
"2885",11421527,"Small Condo, Lake Views",59919108,"Arthur","Waterfront Communities-The Island",43.63917,-79.38238,1,114,1,1,1452,0.02,1,0,1
"2886",11427629,"Beautiful Lakeview Downtown Toronto",43191204,"Tristan","Waterfront Communities-The Island",43.64111,-79.37246,1,229,2,6,1225,0.14,1,0,1
"2887",11431453,"C1 Cozy studio in heart of the city",26753094,"Keir","Church-Yonge Corridor",43.66238,-79.3793,1,90,2,294,12,6.13,4,14,3
"2888",11436936,"Bright and Airy Studio Suite in the Beaches Area",56379622,"Joanna & Carlo","East End-Danforth",43.68344,-79.28867,1,99,3,108,80,3.01,1,39,3
"2889",11438453,"A Studio Unit on Midtown Subway",17429756,"Carey","Yonge-Eglinton",43.70766,-79.40098,1,80,50,88,71,1.84,1,258,2
"2890",11441562,"Cozy Trinity Bellwoods Studio",5304307,"Sonja","Trinity-Bellwoods",43.65403,-79.41186,3,65,7,59,224,1.27,1,365,2
"2891",11443229,"Spacious studio in downtown Toronto",60151016,"Juliana","Rosedale-Moore Park",43.67225,-79.38199,1,50,1,2,1430,0.04,1,0,1
"2892",11462457,"Amazing Room Well Located Harvie 4",14475101,"Glaucia","Corso Italia-Davenport",43.67993,-79.45094,3,23,1,14,21,0.31,20,319,2
"2893",11467221,"PentHouse near Scrb. Town Cntr., Amazing View",545074,"Sohail","Woburn",43.78133,-79.24626,1,150,7,1,1259,0.02,2,0,1
"2894",11470903,"One room in Victorian house",2248773,"Damien","South Riverdale",43.66097,-79.34257,3,209,1,1,1442,0.02,1,0,1
"2895",11471042,"Bedroom and Private bathroom",23702600,"Mattea","Moss Park",43.65753,-79.35549,3,90,1,4,1323,0.09,1,0,1
"2896",11472952,"Dundas & Queen West Pad",11661457,"Arturo","Little Portugal",43.64644,-79.43504,1,80,2,239,6,5,2,341,3
"2897",11479853,"Spacious Lower Level Apt. in a New Home.",60389751,"Danuta","Islington-City Centre West",43.63969,-79.55212,1,76,3,12,442,0.25,1,349,2
"2898",11486432,"Trendy Condo on Front Street II",10468498,"Ade","Waterfront Communities-The Island",43.64349,-79.3923,1,117,7,31,220,0.66,21,138,2
"2899",11506531,"Spacious escape close to city & beach.",24865440,"Adrian","Birchcliffe-Cliffside",43.69387,-79.26631,1,80,3,32,493,1.16,1,0,1
"2900",11508705,"Sunny Roncesvalles Studio",43043325,"Mary","High Park-Swansea",43.64819,-79.45048,3,46,7,313,77,6.5,1,270,3
"2901",11522091,"Brand New Loft",48165284,"Carol","Yonge-St.Clair",43.68626,-79.39868,3,72,1,1,1323,0.02,1,0,1
"2902",11527084,"Beautiful Rosedale Apartment",55704116,"Adam","Rosedale-Moore Park",43.68618,-79.37567,1,54,1,1,1428,0.02,1,0,1
"2903",11529071,"2 Bedroom, 1.5 Bathrooms YONGE & SHEPPARD - YS278",12742095,"Emil & Sue","Willowdale East",43.76273,-79.40952,1,119,5,25,174,0.56,37,287,4
"2904",11531274,"Room Enceladus - Near Downtown. Walk to Subway.",4010627,"Deniz","Little Portugal",43.6515,-79.43152,3,30,1,207,10,4.35,4,70,3
"2905",11531645,"Clean Fresh Private Basement Apartment.",60819779,"Aaron","Bendale",43.75034,-79.25065,1,60,3,134,15,2.96,1,26,4
"2906",11533218,"Luxurious Condo near CN Tower with FREE PARKING",60834822,"Alper","Waterfront Communities-The Island",43.64252,-79.39617,1,150,1,495,3,10.65,3,283,3
"2907",11554988,"New, Clean Apartment!",30777317,"Jacq","Rockcliffe-Smythe",43.67171,-79.50096,1,65,7,22,30,0.47,1,84,2
"2908",11555724,"Uptown Gem near Yonge and Finch",48670392,"Sergei","Newtonbrook West",43.78613,-79.4358,1,80,3,32,60,0.72,1,344,4
"2909",11556356,"Easy Walking Distance to Downtown Toronto!",37224228,"Curt","Cabbagetown-South St.James Town",43.67053,-79.36921,3,38,28,1,1177,0.03,2,260,1
"2910",11564054,"Penthouse Suite With Panaromic Lake/CN Tower View",58064419,"Salma","Waterfront Communities-The Island",43.64114,-79.38214,1,99,14,2,1158,0.04,1,0,1
"2911",11564817,"Cozy Apt. in the heart of the Annex",3588898,"Rosemary","Annex",43.66897,-79.40839,1,73,1,3,713,0.12,1,0,1
"2912",11565136,"House style in heart of Cabbagetown",36694378,"Gabor & Jun","Moss Park",43.66302,-79.3684,1,141,3,24,159,0.54,2,0,2
"2913",11571295,"Sunny Room In Architects Loft",12264481,"Ian","Palmerston-Little Italy",43.65516,-79.42311,3,60,2,34,118,0.77,2,363,2
"2914",11572314,"York University Village, Toronto",44619526,"Sigang","York University Heights",43.77001,-79.50093,3,25,7,3,776,0.09,7,287,4
"2915",11575466,"Light Filled Apartment in Little Italy",32542633,"Drake","Palmerston-Little Italy",43.65964,-79.41204,1,118,10,166,40,3.52,2,120,3
"2916",11587757,"CASA LOMA SUITES",61280014,"Haydee","Wychwood",43.68128,-79.42328,1,76,7,26,112,0.54,4,319,2
"2917",11590591,"CN TOWER VIEW - 2 Bedroom Suite",61302723,"Noor","Waterfront Communities-The Island",43.64282,-79.38295,1,164,1,118,459,2.57,1,0,3
"2918",11590621,"Downtown 2Bed 2Bath LakeView Condo",963354,"Angie And David","Niagara",43.63722,-79.40649,1,239,2,66,20,1.38,3,296,2
"2919",11592021,"Sunny & Spacious Bachelor",38517538,"Alex","Annex",43.66937,-79.40099,1,110,2,12,1042,0.25,1,0,1
"2920",11592311,"Bay St, Toronto",61100147,"Chelsea","Waterfront Communities-The Island",43.64222,-79.37683,3,99,1,1,1423,0.02,1,0,1
"2921",11594529,"1B+Den Lakeview New Condo near Scotiabank Arena",7476559,"Nicholas","Waterfront Communities-The Island",43.64164,-79.38331,1,141,11,120,106,2.51,2,161,3
"2922",11602435,"BREATHTAKING VIEW IN BEST LOCATION",12795294,"Zak","Waterfront Communities-The Island",43.64163,-79.38205,1,199,1,269,5,5.59,5,184,3
"2923",11608327,"Private Room A Near Dufferin Subway",46024106,"Janet","Dovercourt-Wallace Emerson-Junction",43.66396,-79.43728,3,42,1,12,1202,0.26,7,42,1
"2924",11609505,"Danforth Subway Line  - 1 Private Bedroom",30597584,"Georgina","East End-Danforth",43.68792,-79.30734,3,25,2,2,78,0.04,3,0,4
"2925",11623936,"Fabulous 1 Bedrm suite/kitchenette",61541880,"Kachikwu","Waterfront Communities-The Island",43.64405,-79.38116,1,106,2,5,1403,0.11,1,0,1
"2926",11624546,"Entire 1Bdrm Apt - Church&Dundas",61572299,"Hoda","Church-Yonge Corridor",43.65675,-79.37633,1,76,2,10,1345,0.22,1,0,1
"2927",11624582,"2 BDRM Annex Stylish Apt",17944133,"Gabriel & Sarah","Annex",43.66627,-79.40738,1,111,1,138,15,4,1,251,3
"2928",11624771,"beautiful room in big house with backyard view",61574112,"Borana","Oakwood Village",43.68031,-79.43726,3,45,1,32,11,0.69,4,153,2
"2929",11625050,"PRIME LOCATION DWNT / CN Tower View w/FREE Park",61571341,"Tamara","Waterfront Communities-The Island",43.63932,-79.38267,1,300,2,57,312,1.2,1,47,2
"2930",11625716,"Central City Condo",61583158,"Han","Waterfront Communities-The Island",43.64233,-79.39222,3,500,1,1,1246,0.02,1,179,1
"2931",11626301,"Authentic Stunning & Cozy Loft",61589833,"Paula","South Parkdale",43.64147,-79.4317,1,251,3,3,120,0.18,1,317,2
"2932",11626491,"Sunny",29395026,"Sylvester","Rouge",43.8188,-79.2013,3,50,1,25,47,0.54,2,74,4
"2933",11634350,"Private Room C Near Dufferin Subway",46024106,"Janet","Dovercourt-Wallace Emerson-Junction",43.66396,-79.43728,3,49,1,17,723,0.36,7,12,1
"2934",11634983,"Private Room D Near Dufferin Subway",46024106,"Janet","Dovercourt-Wallace Emerson-Junction",43.66396,-79.43728,3,54,1,15,652,0.32,7,0,1
"2935",11635646,"1 Bedroom Condo",44079488,"Julia","Waterfront Communities-The Island",43.64156,-79.39556,1,73,2,6,1386,0.13,1,0,1
"2936",11648181,"Stylish, Central Flat, Private Patio, Parking",3510222,"Olya","Waterfront Communities-The Island",43.64976,-79.38712,1,121,3,322,3,6.76,1,97,3
"2937",11653577,"TRENDY 1 BR APT. PRIME LOCATION. SPECTACULAR VIEW!",21761190,"Roksolana & Demetre","Church-Yonge Corridor",43.65359,-79.37948,1,143,2,119,5,2.54,2,229,3
"2938",11667594,"CN Tower View",30551517,"Vahan","Waterfront Communities-The Island",43.64724,-79.39196,1,118,2,156,676,3.26,2,118,3
"2939",11674218,"Home Away from Home @ Fairview Mall",52080589,"Lince","Henry Farm",43.77468,-79.33289,3,76,360,6,866,0.14,1,363,1
"2940",11675116,"Cozy Bedroom in Toronto",7132461,"Matt","Maple Leaf",43.71092,-79.48676,3,40,1,8,315,0.29,1,165,2
"2941",11675421,"Bright Bsmt APT in Trendy Dufferin Grove",30654608,"David","Dufferin Grove",43.65764,-79.43526,1,76,3,223,20,4.76,4,49,3
"2942",11676949,"Entire house in the great Annex neighbourhood",776545,"Donna","Casa Loma",43.67581,-79.41176,1,200,2,39,89,0.88,1,225,2
"2943",11678518,"Perfect Condo - Heart of Downtown!",62026809,"Karun","Waterfront Communities-The Island",43.64241,-79.38225,1,99,1,8,1196,0.17,1,0,1
"2944",11678924,"1-bdrm apt in the heart of Toronto!",25710991,"Roman","Waterfront Communities-The Island",43.64157,-79.38195,1,200,4,7,1237,0.16,1,0,1
"2945",11680705,"Aircanada Center place Condo",61404130,"Denis","Waterfront Communities-The Island",43.64392,-79.37991,1,110,7,1,1419,0.02,1,0,1
"2946",11683303,"SKY Room + Private Bathroom",10724994,"Nike","Palmerston-Little Italy",43.66028,-79.41062,3,81,2,4,116,0.1,3,89,2
"2947",11686047,"Cat Sitting Holiday in Toronto",2781437,"Alexis","Annex",43.66743,-79.41813,1,45,5,9,48,0.2,1,2,2
"2948",11690168,"modern, comfortable condominum",62110509,"Mustafa","Mimico (includes Humber Bay Shores)",43.63097,-79.47523,1,121,1,8,1280,0.17,1,0,1
"2949",11692605,"two bedroom house with yard & patio",4517650,"Tim","Roncesvalles",43.64126,-79.44455,1,95,2,8,832,0.18,1,0,1
"2950",11698563,"Luxury Bedroom in Downtown Toronto",8097511,"Jessica","Waterfront Communities-The Island",43.63977,-79.39869,3,90,1,35,1016,0.74,1,0,1
"2951",11698825,"Garden Loft Suite (yonge/dundas and distillerie)",8142107,"Lisa","Moss Park",43.65717,-79.36713,1,98,5,117,103,2.55,4,149,3
"2952",11699057,"NEW Two-Story Loft- Liberty Village",2124835,"Joe","Niagara",43.63704,-79.41917,1,164,3,18,979,0.38,6,0,1
"2953",11699244,"Downtown Lake-Front-Condo with Parking",62171928,"Pete","Niagara",43.63665,-79.40676,1,147,3,112,61,2.37,1,59,3
"2954",11699928,"Downtown Entire Top Floor Suite,Free Parking &WiFi",23459764,"John","North Riverdale",43.67001,-79.34497,1,99,5,52,105,1.11,3,338,2
"2955",11700702,"Waterfront View Lake Ontario",7821474,"Michael J","Mimico (includes Humber Bay Shores)",43.62681,-79.47968,1,99,1,1,1410,0.02,1,0,1
"2956",11717391,"Breathtaking Views - 2 Bedroom Condo in the Sky",62301978,"Lucy","Waterfront Communities-The Island",43.64701,-79.39351,1,650,2,9,507,0.41,1,87,2
"2957",11718611,"2 Bedroom Condo - Downtown Toronto",22771222,"Edmund","Bay Street Corridor",43.66449,-79.38527,1,251,2,25,166,0.55,1,8,2
"2958",11720018,"Madame Margot-lovely basement suite",29160168,"Céline","Woodbine Corridor",43.68398,-79.31256,1,99,5,17,61,0.37,1,183,2
"2959",11720805,"Newly Renovated Trendy Loft - Bright and Spacious",15942957,"Kevin","Waterfront Communities-The Island",43.64737,-79.39819,1,119,1,259,14,5.55,2,199,3
"2960",11727674,"Artistic/MOD Victorian",10724994,"Nike","Palmerston-Little Italy",43.66203,-79.41012,1,192,2,105,147,2.21,3,254,2
"2961",11733971,"Toronto - Central/Classic Location",62414567,"Randolph","Leaside-Bennington",43.69889,-79.37143,1,274,7,1,1317,0.02,1,322,1
"2962",11734857,"Trendy King West Condo Core Downtown Toronto",10338247,"Kevin","Waterfront Communities-The Island",43.64385,-79.40198,1,127,3,31,169,0.88,1,323,2
"2963",11735427,"In-law Style Guest Suite",6369703,"Dave & Julie","Thistletown-Beaumond Heights",43.74002,-79.55827,1,76,15,19,119,0.49,1,136,2
"2964",11738234,"Modern Studio in Stunning Yorkville",62444556,"Mitchell","Rosedale-Moore Park",43.67094,-79.38479,1,121,2,9,1245,0.2,1,0,1
"2965",11743123,"Comfy Modern Central Toronto Apartment",14720783,"Dovran","Wychwood",43.67414,-79.42115,1,85,7,56,91,1.27,5,350,2
"2966",11753462,"Gorgeous Yorkville apartment",62540478,"Taniya","Annex",43.66943,-79.3939,1,99,2,6,1006,0.14,1,0,1
"2967",11753958,"YONGE AND EGLINTON",13130787,"Branka","Mount Pleasant East",43.71378,-79.39047,3,93,90,5,1176,0.12,1,365,1
"2968",11755970,"Cozy Townhouse with yard & parking",62557170,"James","Kensington-Chinatown",43.65132,-79.39509,1,164,2,187,47,3.92,2,270,3
"2969",11759175,"Cozy Unit In Kensington Market",53955322,"Sindy","Kensington-Chinatown",43.6554,-79.40302,1,68,1,161,27,3.39,4,331,3
"2970",11770020,"Private Apartment in Downtown TO",33062401,"Jared","Waterfront Communities-The Island",43.64577,-79.39402,1,99,3,6,1258,0.13,1,0,1
"2971",11770353,"Ground Floor 1-bdr Apartment",62655329,"Matthew","Don Valley Village",43.7741,-79.35612,1,60,5,12,291,0.26,1,0,4
"2972",11775116,"! COZY BRIGHT ROOM, DAVISVILLE SUBWAY ST.",62687078,"Michal","Mount Pleasant West",43.69882,-79.38977,3,33,2,156,9,3.53,6,71,3
"2973",11776204,"Downtown Toronto Condo",17720676,"Marusia","Waterfront Communities-The Island",43.64797,-79.39381,1,95,30,1,1327,0.02,1,59,1
"2974",11777213,"Clean and Cozy Bedroom only for Female",56130387,"Zahra","Mount Pleasant West",43.71125,-79.3943,3,60,1,16,127,0.34,1,34,4
"2975",11787722,"Beautiful Home with backyard by Bellwoods",5754537,"Silvia Mariel","Trinity-Bellwoods",43.64824,-79.40834,1,190,2,20,504,0.61,1,0,1
"2976",11792715,"Luxury 2 Bed Condo (amazing views!)",62801208,"Will","Waterfront Communities-The Island",43.64851,-79.39305,1,125,10,11,321,0.24,1,0,2
"2977",11837447,"New downtown Condo with great view",63070107,"Ken","Waterfront Communities-The Island",43.64154,-79.38096,1,105,2,30,825,0.64,1,0,1
"2978",11840922,"Luxury Condo with View- private room+bathroom",48337255,"Jessica","Bayview Village",43.76679,-79.37173,3,72,1,46,474,1.01,1,0,4
"2979",11841761,"High Park Tresor",63097604,"Karia","Lambton Baby Point",43.66385,-79.5036,3,72,1,3,194,0.07,2,179,2
"2980",11842507,"Close to Yonge and Finch",5305094,"Stanko","Newtonbrook West",43.79103,-79.43779,1,60,4,18,472,0.51,1,257,4
"2981",11846364,"Urban Oasis on King St. W",63126915,"Cheryl","Waterfront Communities-The Island",43.64283,-79.39896,1,705,3,7,103,0.15,1,43,2
"2982",11848948,"Two Story Trinity Bellwoods Loft With  Park View",10334021,"John","Trinity-Bellwoods",43.64613,-79.41279,1,166,2,16,180,0.52,1,54,2
"2983",11849199,"Aura of Downtown Toronto. 3BR Condo",63145394,"Your Host","Bay Street Corridor",43.66003,-79.38364,1,787,90,28,901,0.59,1,163,1
"2984",11850515,"Spacious Downtown Toronto Penthouse",2753637,"Mackenzie","Church-Yonge Corridor",43.65943,-79.38137,1,175,2,1,1321,0.02,1,0,1
"2985",11861906,"Elegant Condo amidst Liberty Village & Queen West",63228977,"Dan","Niagara",43.63981,-79.41415,1,110,7,49,440,1.18,1,0,2
"2986",11868891,"Detached home, minutes from subway and public pool",63264663,"Robert","Greenwood-Coxwell",43.68041,-79.32802,1,195,2,3,780,0.07,1,0,1
"2987",11871399,"Downtown Toronto Loft",40969986,"Robert","Niagara",43.64037,-79.41214,1,150,2,3,1342,0.07,1,0,1
"2988",11872244,"Convenient at Yonge and Wellesley",63297078,"Jennifer","Church-Yonge Corridor",43.66558,-79.3837,1,141,1,133,510,2.82,4,0,3
"2989",11889016,"UNIQUE LOFT IN TRENDY JUNCTION AREA",15281055,"Katy","Junction Area",43.66489,-79.48061,1,56,20,1,1386,0.02,1,0,1
"2990",11891937,"#3 Bedroom Boutique 400 sqft + terrace",47702059,"Marie","Waterfront Communities-The Island",43.63946,-79.39481,1,799,1,78,154,1.65,1,180,2
"2991",11893245,"Downtown condo, great location and amenities",12780455,"Danielle","Waterfront Communities-The Island",43.64245,-79.39154,1,109,1,14,597,0.54,1,0,1
"2992",11908666,"Cozy Condo Beside Union! Perfect for tour and work",32088912,"Mercury","Waterfront Communities-The Island",43.64387,-79.38121,1,129,2,82,45,1.74,1,0,2
"2993",11934927,"Cozy Chalet /w fireplace in the City Centre",1704172,"Vanessa","Moss Park",43.65672,-79.37157,1,160,5,59,5,1.28,2,282,2
"2994",11937159,"Bright and cool in Parkdale",9777571,"Vanessa","South Parkdale",43.63671,-79.42799,1,80,2,7,858,0.15,1,0,1
"2995",11941107,"Basement apartmnt-small priv. room",35082478,"Nancy","Wexford/Maryvale",43.76143,-79.31133,3,40,2,6,307,0.13,3,162,4
"2996",11941691,"Studio In The Heart Of Downtown",63755125,"Simin","Church-Yonge Corridor",43.65539,-79.37833,1,121,1,352,21,7.48,1,127,3
"2997",11943375,"Executive Basement  apt  free parking and Netflix",63763172,"Janaina","Oakridge",43.69201,-79.28464,1,60,2,76,92,1.65,1,315,4
"2998",11943900,"In the heart of downtown with a beautiful view",9092889,"Harsha","Niagara",43.63589,-79.40547,3,60,1,4,871,0.12,1,13,1
"2999",11960053,"Downtown Entertainment District! Great City View!",17163797,"Alex","Waterfront Communities-The Island",43.6485,-79.39298,1,141,1,480,5,10.23,1,231,3
"3000",11971564,"DownTown Toronto Lake Billy Bishop w/ Free Parking",63118820,"Gan","Niagara",43.63675,-79.40682,1,109,2,213,73,4.49,1,153,3
"3001",11979841,"Gorgeous Loft Downtown Toronto in Fashion District",4899872,"Joanne","Waterfront Communities-The Island",43.64722,-79.39731,1,130,3,15,281,0.35,1,0,2
"3002",11983579,"Clean/Quiet/24hr Bus East Toronto",64046929,"John","West Hill",43.76097,-79.19419,3,40,1,5,503,0.12,1,350,4
"3003",11990511,"Core Downtown Luxury unit. NYE PREMIERE VIEW!",64097769,"Sarah","Waterfront Communities-The Island",43.64192,-79.38199,1,160,2,4,1321,0.09,1,0,1
"3004",11991308,"AN URBAN OASIS",28621092,"Rikki","Forest Hill South",43.68906,-79.4146,1,98,3,37,276,0.79,1,30,2
"3005",11999246,"Bright, spacious and modern",3297742,"Ndranto","Dufferin Grove",43.65638,-79.44625,1,61,2,14,615,0.3,1,0,1
"3006",12002073,"Chic Condo | Downtown Core | Next to CN-MTCC-TIFF",62255973,"Lilian","Waterfront Communities-The Island",43.64421,-79.39009,1,148,2,84,22,1.84,1,132,2
"3007",12007026,"3min Downtown YONGE/ BLOOR QUEENBED CLEAN",55136561,"James","Church-Yonge Corridor",43.6685,-79.38596,3,54,1,274,23,5.89,10,318,3
"3008",12007571,"3min Downtown YONGE/BLOOR SINGLE BED ONLY",55136561,"James","Church-Yonge Corridor",43.66946,-79.38596,3,50,1,176,15,3.79,10,351,3
"3009",12007585,"1YONGE/BLOOR /SINGLE ROOM/ CLEAN/ COZY1",55136561,"James","Bay Street Corridor",43.66875,-79.38631,3,54,1,68,41,1.45,10,363,2
"3010",12007590,"3min Yonge/BloorCOZY/WARM DOWNTOWN TORONTO",55136561,"James","Bay Street Corridor",43.66759,-79.3865,3,54,1,154,19,3.27,10,356,3
"3011",12007596,"3min Downtown YONGE/BLOOR LUXURY/ QUEEN BED",55136561,"James","Bay Street Corridor",43.66878,-79.38759,3,54,1,231,34,4.9,10,305,3
"3012",12022696,"Great Location",64291892,"Jenifer","Willowdale West",43.7718,-79.4166,1,87,14,4,356,0.19,1,0,4
"3013",12025835,"Contemporary Riverside home @ epi-chic restaurants",36960600,"David","South Riverdale",43.65658,-79.34869,1,156,2,68,12,1.51,1,342,2
"3014",12032855,"Edwardian Charm in Downtown Toronto",36297332,"Mark","High Park-Swansea",43.64945,-79.4533,1,390,3,7,187,0.16,1,0,2
"3015",12037011,"Stroll to High Park from a Fun, Artsy Studio",13736018,"Lynn","High Park-Swansea",43.64912,-79.45144,1,135,6,22,49,0.48,2,152,2
"3016",12042538,"3 Bedrooms Fully Furnished Entire Ground Floor",49380886,"Lhei","Wexford/Maryvale",43.76485,-79.31739,1,138,3,103,41,2.21,1,73,4
"3017",12042727,"Downtown Toronto Heritage Home",55063889,"Kim + Neil","Church-Yonge Corridor",43.65966,-79.38089,1,550,4,135,174,2.98,2,240,3
"3018",12042799,"Condo Amazing Lake & City View with Free Parking",26274598,"Elvy","Niagara",43.63661,-79.40464,1,115,2,150,49,3.37,2,61,3
"3019",12042925,"Large Downtown House (Ossington)",63548913,"Marc","Trinity-Bellwoods",43.64839,-79.42128,1,350,3,90,174,1.91,1,104,2
"3020",12049285,"Mina's guesthouse room 301",2511000,"Arya","Moss Park",43.65966,-79.37239,3,80,1,2,990,0.06,24,167,1
"3021",12053960,"Bright spacious lovely new 2 bdrm- Great location!",26764271,"Noosh","Willowdale West",43.77118,-79.42835,1,121,10,4,442,0.09,4,365,4
"3022",12063074,"Bright modern 3 bedroom with garden",2409180,"Lea Anne","Trinity-Bellwoods",43.65093,-79.41142,1,251,3,7,1284,0.15,1,0,1
"3023",12064625,"Penthouse 67 fl + FREE Parking",64577961,"Maged","Waterfront Communities-The Island",43.64126,-79.38198,1,159,1,399,4,8.57,1,27,3
"3024",12065680,"Bright spacious private room",37233617,"Dave","Little Portugal",43.64709,-79.42403,3,65,2,163,608,3.47,1,0,3
"3025",12068731,"One bedroom Queen West condo :)",27072224,"Andrew","Little Portugal",43.64096,-79.42379,1,2000,30,3,1243,0.07,2,362,1
"3026",12071567,"Cozy King West Condo",1207930,"Julia","Niagara",43.64053,-79.41482,1,90,2,6,1249,0.14,1,0,1
"3027",12072829,"3,000 Square ft Edwardian Mansion",64693867,"Michael","South Parkdale",43.6359,-79.43863,1,175,2,47,44,1.08,2,357,2
"3028",12079150,"Bright and peaceful escape downtown",10328907,"Kyla","Kensington-Chinatown",43.65282,-79.38859,1,93,2,2,1403,0.04,1,0,1
"3029",12080044,"cool modern room in big house",61574112,"Borana","Oakwood Village",43.6823,-79.43704,3,30,1,46,146,1.01,4,0,2
"3030",12088303,"Sunny condo room nearby Union Station& CN TowerNo1",52921252,"Lynn","Waterfront Communities-The Island",43.64163,-79.38205,3,101,1,224,44,4.87,7,354,3
"3031",12089250,"Sunny condo room nearby CN Tower and Union No2",52921252,"Lynn","Waterfront Communities-The Island",43.64163,-79.38205,3,94,1,217,42,4.73,7,265,3
"3032",12089611,"Sunny condo nearby CN tower&Union station No3",52921252,"Lynn","Waterfront Communities-The Island",43.64163,-79.38205,3,119,1,210,20,4.58,7,353,3
"3033",12092730,"Cozy Bedroom in Heart of Toronto",21008846,"Becca","Waterfront Communities-The Island",43.64229,-79.38093,3,85,1,5,1241,0.11,1,0,1
"3034",12098501,"Stylish King Bedroom Private Suite Near Subway",14614900,"Matthew","Dufferin Grove",43.65803,-79.44053,1,74,2,7,291,0.55,1,6,2
"3035",12112095,"West side Cozy - 2 mins to subway",20867030,"Don","Lambton Baby Point",43.65134,-79.48627,3,50,5,2,1354,0.04,4,288,1
"3036",12123490,"UPPER BEACHES STUDIO APPARTMENT",65043613,"Rosie","Oakridge",43.69875,-79.27813,3,76,1,2,1279,0.05,1,0,1
"3037",12129574,"Two bedrooms+basement in House",22307605,"Geet & Sunil","Thistletown-Beaumond Heights",43.73904,-79.56083,1,50,30,29,1021,0.68,1,89,1
"3038",12133807,"Quiet, private room in the Junction",65123390,"Nick","Junction Area",43.66379,-79.47276,3,60,1,4,1165,0.09,1,0,1
"3039",12135268,"Semi-detached home in Leslieville",11200972,"Mike","Greenwood-Coxwell",43.67099,-79.31969,1,200,6,5,174,0.12,1,0,2
"3040",12148231,"Nice single bedroom available on first floor",52477674,"Mike","Danforth",43.68551,-79.31697,3,44,1,2,64,0.19,12,326,4
"3041",12151689,"Stunning condo with fantastic view of the city!",16053882,"Victoria","Bay Street Corridor",43.66129,-79.38757,1,101,2,99,15,2.2,1,38,2
"3042",12154745,"Historical Passages in the Heart of Toronto",65267172,"Suzanne","Kensington-Chinatown",43.65047,-79.393,1,350,3,43,1,1.03,1,266,2
"3043",12157556,"New Clean Big Rooms near Toronto Airport (Room#2)",9287141,"Andy","Eringate-Centennial-West Deane",43.67202,-79.56778,3,50,1,265,123,5.71,1,0,3
